"","Schär","","NEW","DEF","5.0","2.2","","1.00"
"","Botman","","NEW","DEF","5.0","2.2","","1.00"
"","Burn","","NEW","DEF","5.0","2.2","","1.00"
"","Hall","","NEW","DEF","5.0","2.2","","1.00"
"","Livramento","","NEW","DEF","5.0","1.6","","0.75"
"","A.Murphy","","NEW","DEF","4.0","0","","0.00"
"","Barnes","","NEW","MID","6.0","2.1","","1.00"
"","Elanga","","NEW","MID","6.0","2.1","","1.00"
"","J.Ramsey","","NEW","MID","5.0","1.5","","1.00"
"","J.Murphy","","NEW","MID","6.0","2.1","","1.00"
"","Joelinton","","NEW","MID","5.5","0","","0.00"
"","L.Miley","","NEW","MID","5.5","2","","1.00"
"","Willock","","NEW","MID","5.0","1.5","","1.00"
"","Touré","","NEW","MID","6.0","2.1","","1.00"
"","Steur","","NEW","MID","5.0","1.5","","1.00"
"","Woltemade","","NEW","FWD","6.0","2","","1.00"
"","Wissa","","NEW","FWD","6.0","2","","1.00"
"","Osula","","NEW","FWD","6.0","2","","1.00"
"","Neave","","NEW","FWD","4.5","1","","1.00"
"","Bamba","","NEW","MID","5.0","1.5","","1.00"
"","Horníček","","NEW","GKP","5.0","2.6","","1.00"
"","Sels","","NFO","GKP","5.0","2.6","","1.00"
"","John","","NFO","GKP","4.5","1.9","","1.00"
"","N.Williams","","NFO","DEF","5.0","2.2","","1.00"
"","Morato","","NFO","DEF","5.0","2.2","","1.00"
"","Milenković","","NFO","DEF","5.5","2.5","","1.00"
"","Murillo","","NFO","DEF","5.5","2.5","","1.00"
"","Aina","","NFO","DEF","4.5","1.7","","1.00"
"","Jair Cunha","","NFO","DEF","4.5","1.7","","1.00"
"","Savona","","NFO","DEF","4.5","0","","0.00"
"","O.Richards","","NFO","DEF","4.0","1","","1.00"
"","Abbott","","NFO","DEF","4.0","1","","1.00"
"","Netz","","NFO","DEF","4.5","1.7","","1.00"
"","Bindon","","NFO","DEF","4.0","1","","1.00"
"","Gibbs-White","","NFO","MID","8.0","2.8","","1.00"
"","Hudson-Odoi","","NFO","MID","6.0","2.1","","1.00"
"","Ndoye","","NFO","MID","5.5","2","","1.00"
"","Hutchinson","","NFO","MID","5.5","2","","1.00"
"","Bakwa","","NFO","MID","5.5","2","","1.00"
"","McAtee","","NFO","MID","5.5","2","","1.00"
"","Dominguez","","NFO","MID","5.0","1.5","","1.00"
"","Sangaré","","NFO","MID","5.0","1.5","","1.00"
"","Yates","","NFO","MID","4.5","1","","1.00"
"","Wood","","NFO","FWD","6.0","2","","1.00"
"","Igor Jesus","","NFO","FWD","6.0","2","","1.00"
"","Awoniyi","","NFO","FWD","5.5","1.8","","1.00"
"","Kalimuendo","","NFO","FWD","5.5","1.8","","1.00"
"","Schlager","","NFO","MID","5.0","1.5","","1.00"
"","Diomande","","NFO","DEF","5.5","2.5","","1.00"
"","Van Hecke","","TOT","DEF","5.0","2.2","","1.00"
"","Tonali","","TOT","MID","5.5","2","","1.00"
"","Vicario","","TOT","GKP","4.5","1.9","","1.00"
"","Austin","","TOT","GKP","4.0","1","","1.00"
"","Kinsky","","TOT","GKP","4.5","1.9","","1.00"
"","Dubravka","","TOT","GKP","4.0","1","","1.00"
"","Senesi","","TOT","DEF","6.0","2.8","","1.00"
"","Pedro Porro","","TOT","DEF","5.5","2.5","","1.00"
"","Romero","","TOT","DEF","5.0","2.2","","1.00"
"","Danso","","TOT","DEF","5.0","2.2","","1.00"
"","Robertson","","TOT","DEF","4.5","1.7","","1.00"
"","Van de Ven","","TOT","DEF","5.0","2.2","","1.00"
"","Spence","","TOT","DEF","4.5","1.7","","1.00"
"","Udogie","","TOT","DEF","4.5","1.7","","1.00"
"","Phillips","","TOT","DEF","4.5","1.7","","1.00"
"","Davies","","TOT","DEF","4.0","1","","1.00"
"","Byfield","","TOT","DEF","4.0","1","","1.00"
"","Rowswell","","TOT","DEF","4.0","1","","1.00"
"","Souza","","TOT","DEF","4.0","1","","1.00"
"","Kudus","","TOT","MID","6.5","1.7","","0.75"
"","Xavi","","TOT","MID","6.0","0","","0.00"
"","Tel","","TOT","MID","6.0","2.1","","1.00"
"","Maddison","","TOT","MID","6.5","2.3","","1.00"
"","Bentancur","","TOT","MID","5.5","2","","1.00"
"","Odobert","","TOT","MID","5.5","0","","0.00"
"","P.M.Sarr","","TOT","MID","5.0","1.5","","1.00"
"","Gallagher","","TOT","MID","5.5","2","","1.00"
"","Bergvall","","TOT","MID","5.5","2","","1.00"
"","Kulusevski","","TOT","MID","6.5","0","","0.00"
"","Gray","","TOT","MID","5.0","1.5","","1.00"
"","Moore","","TOT","MID","5.0","1.5","","1.00"
"","Olusesi","","TOT","MID","4.5","1","","1.00"
"","Fernandes","","TOT","MID","6.0","2.1","","1.00"
"","Solanke","","TOT","FWD","6.0","2","","1.00"
"","Richarlison","","TOT","FWD","6.0","2","","1.00"
"","Scarlett","","TOT","FWD","4.5","1","","1.00"
"","Roefs","","SUN","GKP","5.0","2.6","","1.00"
"","Patterson","","SUN","GKP","4.0","0","","0.00"
"","Ellborg","","SUN","GKP","4.5","1.9","","1.00"
"","Ballard","","SUN","DEF","5.0","2.2","","1.00"
"","Mukiele","","SUN","DEF","5.5","1.9","","0.75"
"","Hume","","SUN","DEF","4.5","1.7","","1.00"
"","Alderete","","SUN","DEF","5.0","1.6","","0.75"
"","Reinildo","","SUN","DEF","4.5","1.7","","1.00"
"","Seelt","","SUN","DEF","4.5","1.7","","1.00"
"","Hjelde","","SUN","DEF","4.0","0","","0.00"
"","O'Nien","","SUN","DEF","4.0","1","","1.00"
"","Masuaku","","SUN","DEF","4.0","0","","0.00"
"","Meunier","","SUN","DEF","4.5","1.3","","0.75"
"","E.Le Fée","","SUN","MID","6.0","2.1","","1.00"
"","Diarra","","SUN","MID","5.5","2","","1.00"
"","Xhaka","","SUN","MID","5.5","2","","1.00"
"","Sadiki","","SUN","MID","5.0","1.5","","1.00"
"","Adingra","","SUN","MID","5.0","1.5","","1.00"
"","Mundle","","SUN","MID","5.0","1.5","","1.00"
"","Rigg","","SUN","MID","5.0","1.5","","1.00"
"","Talbi","","SUN","MID","5.5","2","","1.00"
"","Jocelin.T","","SUN","MID","5.0","1.5","","1.00"
"","Angulo","","SUN","MID","5.0","1.5","","1.00"
"","Brobbey","","SUN","FWD","6.0","2","","1.00"
"","Isidor","","SUN","FWD","5.5","1.8","","1.00"
